문서 번호,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
29868,3.0,0.7324,"[(0, 0.067351885), (1, 0.06686554), (2, 0.066667534), (3, 0.73244643), (4, 0.06666864)]"
29869,1.0,0.9933,"[(1, 0.99334)]"
29870,1.0,0.992,"[(1, 0.99200475)]"
29871,1.0,0.9645,"[(1, 0.9645432)]"
29872,1.0,0.9894,"[(1, 0.98936903)]"
29873,1.0,0.9488,"[(0, 0.012697785), (1, 0.9487518), (2, 0.012655868), (3, 0.01333142), (4, 0.012563102)]"
29874,1.0,0.7312,"[(0, 0.06745877), (1, 0.7311678), (2, 0.06774326), (3, 0.0669497), (4, 0.066680446)]"
29875,1.0,0.9795,"[(1, 0.97952116)]"
29876,1.0,0.9895,"[(1, 0.98951167)]"
29877,1.0,0.9875,"[(1, 0.98746806)]"
29878,1.0,0.9292,"[(1, 0.92920494), (4, 0.04507197)]"
29879,1.0,0.938,"[(0, 0.015465668), (1, 0.93795514), (2, 0.015586918), (3, 0.015525616), (4, 0.0154666705)]"
29880,1.0,0.9786,"[(1, 0.9786109)]"
29881,1.0,0.7227,"[(0, 0.01836086), (1, 0.7227054), (2, 0.018402088), (3, 0.018634358), (4, 0.22189726)]"
29882,1.0,0.9688,"[(1, 0.96884185)]"
29883,1.0,0.9058,"[(1, 0.9058285), (3, 0.08344979)]"
29884,1.0,0.9648,"[(1, 0.9648135)]"
29885,1.0,0.5729,"[(1, 0.5729145), (3, 0.400447)]"
29886,1.0,0.9842,"[(1, 0.9841868)]"
29887,1.0,0.7132,"[(0, 0.015479801), (1, 0.7132104), (2, 0.015433588), (3, 0.24047017), (4, 0.015406018)]"
29888,1.0,0.9328,"[(0, 0.016734654), (1, 0.9328437), (2, 0.01678867), (3, 0.016862204), (4, 0.016770748)]"
29889,1.0,0.8992,"[(1, 0.89921695), (3, 0.08717741)]"
29890,1.0,0.979,"[(1, 0.9790174)]"
29891,1.0,0.9844,"[(1, 0.98438174)]"
29892,1.0,0.906,"[(0, 0.010660198), (1, 0.9059777), (2, 0.010688169), (3, 0.010671421), (4, 0.06200247)]"
29893,1.0,0.7383,"[(0, 0.010196023), (1, 0.7382536), (2, 0.010117611), (3, 0.23140918), (4, 0.01002359)]"
29894,1.0,0.9594,"[(0, 0.010166656), (1, 0.9594121), (2, 0.010109478), (3, 0.010226941), (4, 0.010084823)]"
29895,1.0,0.9902,"[(1, 0.9902421)]"
29896,1.0,0.9827,"[(1, 0.9826782)]"
29897,1.0,0.9376,"[(0, 0.015526211), (1, 0.93759865), (2, 0.015517192), (3, 0.015703302), (4, 0.015654635)]"
29898,1.0,0.994,"[(1, 0.9939787)]"
29899,1.0,0.9932,"[(1, 0.99324644)]"
29900,1.0,0.9831,"[(1, 0.98311144)]"
29901,1.0,0.8628,"[(1, 0.86279553), (3, 0.1328543)]"
29902,1.0,0.9191,"[(0, 0.020226743), (1, 0.9190959), (2, 0.020076059), (3, 0.02055953), (4, 0.020041803)]"
29903,1.0,0.9687,"[(1, 0.9686909)]"
29904,1.0,0.986,"[(1, 0.98604256)]"
29905,1.0,0.9677,"[(1, 0.967673)]"
29906,1.0,0.8419,"[(1, 0.84193224), (3, 0.14590912)]"
29907,1.0,0.9377,"[(0, 0.01567377), (1, 0.9377339), (2, 0.015530362), (3, 0.015673688), (4, 0.015388339)]"
29908,1.0,0.9596,"[(0, 0.0100740725), (1, 0.95964354), (2, 0.010053521), (3, 0.010215844), (4, 0.010012994)]"
29909,1.0,0.9876,"[(1, 0.98759264)]"
29910,1.0,0.7928,"[(0, 0.18618193), (1, 0.79277647)]"
29911,1.0,0.9675,"[(1, 0.96751976)]"
29912,1.0,0.9277,"[(0, 0.06245527), (1, 0.927651)]"
29913,1.0,0.708,"[(0, 0.022907844), (1, 0.70801854), (2, 0.023242762), (3, 0.22250101), (4, 0.023329819)]"
29914,1.0,0.9719,"[(1, 0.97189486)]"
29915,1.0,0.73,"[(0, 0.06744133), (1, 0.7299518), (2, 0.06743629), (3, 0.06805886), (4, 0.06711175)]"
29916,1.0,0.751,"[(0, 0.02247873), (1, 0.75100976), (2, 0.1812429), (3, 0.023019407), (4, 0.022249155)]"
29917,1.0,0.8653,"[(0, 0.033420194), (1, 0.8652942), (2, 0.033715006), (3, 0.0339814), (4, 0.033589218)]"
29918,1.0,0.8674,"[(0, 0.114459254), (1, 0.867414)]"
29919,1.0,0.9833,"[(1, 0.9833237)]"
29920,1.0,0.9812,"[(1, 0.98118114)]"
29921,1.0,0.7968,"[(0, 0.05038972), (1, 0.7967701), (2, 0.050251924), (3, 0.05149169), (4, 0.05109655)]"
29922,3.0,0.9262,"[(0, 0.01822381), (1, 0.018637557), (2, 0.018410685), (3, 0.9262148), (4, 0.018513087)]"
29923,1.0,0.843,"[(1, 0.8430344), (3, 0.13508247)]"
29924,1.0,0.617,"[(1, 0.61702055), (3, 0.364063)]"
29925,1.0,0.9203,"[(1, 0.92034286), (3, 0.06573308)]"
29926,1.0,0.7995,"[(0, 0.050048362), (1, 0.79945505), (2, 0.050394766), (3, 0.05009208), (4, 0.05000968)]"
29927,1.0,0.9876,"[(1, 0.9876026)]"
29928,1.0,0.9929,"[(1, 0.9929411)]"
29929,1.0,0.991,"[(1, 0.99101156)]"
29930,1.0,0.9626,"[(1, 0.9626229)]"
29931,3.0,0.6136,"[(0, 0.02605622), (1, 0.025658973), (2, 0.025058724), (3, 0.61355186), (4, 0.30967423)]"
29932,1.0,0.9688,"[(1, 0.96876884)]"
29933,1.0,0.9941,"[(1, 0.9941337)]"
29934,1.0,0.9849,"[(1, 0.9849384)]"
29935,1.0,0.9342,"[(1, 0.9342412), (2, 0.047572106)]"
29936,1.0,0.9524,"[(0, 0.0118438965), (1, 0.95238775), (2, 0.011908051), (3, 0.011947866), (4, 0.01191244)]"
29937,1.0,0.9647,"[(1, 0.96471936)]"
29938,1.0,0.9927,"[(1, 0.99267)]"
29939,1.0,0.9648,"[(1, 0.96482587)]"
29940,1.0,0.8819,"[(0, 0.029377941), (1, 0.881902), (2, 0.029315751), (3, 0.029441955), (4, 0.029962372)]"
29941,1.0,0.9942,"[(1, 0.9942465)]"
29942,1.0,0.9837,"[(1, 0.9837483)]"
29943,1.0,0.9841,"[(1, 0.9841379)]"
29944,1.0,0.9787,"[(1, 0.9787489)]"
29945,1.0,0.9822,"[(1, 0.9822462)]"
29946,1.0,0.7892,"[(1, 0.78922427), (3, 0.18903884)]"
29947,1.0,0.9687,"[(1, 0.96867836), (3, 0.023924476)]"
29948,1.0,0.9819,"[(1, 0.9819407)]"
29949,1.0,0.9872,"[(1, 0.9872365)]"
29950,1.0,0.9816,"[(1, 0.98156124)]"
29951,1.0,0.9711,"[(1, 0.97113866)]"
29952,1.0,0.885,"[(0, 0.028704794), (1, 0.8849982), (2, 0.028758304), (3, 0.028961347), (4, 0.028577399)]"
29953,1.0,0.9571,"[(0, 0.010713626), (1, 0.95711946), (2, 0.010753605), (3, 0.010632642), (4, 0.01078065)]"
29954,1.0,0.9961,"[(1, 0.9960739)]"
29955,1.0,0.9297,"[(1, 0.9296759), (3, 0.059026387)]"
29956,1.0,0.9811,"[(1, 0.98109585)]"
29957,1.0,0.9895,"[(1, 0.9894521)]"
29958,1.0,0.8087,"[(1, 0.8087016), (3, 0.18386678)]"
29959,1.0,0.9544,"[(0, 0.011290546), (1, 0.95441014), (2, 0.011467129), (3, 0.011453934), (4, 0.011378309)]"
29960,1.0,0.9099,"[(0, 0.022629853), (1, 0.90985966), (2, 0.022362106), (3, 0.022611985), (4, 0.022536386)]"
29961,1.0,0.9913,"[(1, 0.99128044)]"
29962,1.0,0.9266,"[(0, 0.018517343), (1, 0.9265539), (2, 0.01827508), (3, 0.018436648), (4, 0.01821706)]"
29963,1.0,0.9633,"[(1, 0.9632639)]"
29964,1.0,0.8506,"[(1, 0.85060686), (3, 0.14017063)]"
29965,1.0,0.8378,"[(0, 0.040623523), (1, 0.8377551), (2, 0.04031287), (3, 0.041015446), (4, 0.040293023)]"
29966,1.0,0.9899,"[(1, 0.9898788)]"
29967,1.0,0.9871,"[(1, 0.9871094)]"
29968,1.0,0.9088,"[(0, 0.022924146), (1, 0.9087856), (2, 0.022812128), (3, 0.022623565), (4, 0.02285451)]"
29969,1.0,0.9321,"[(0, 0.017276138), (1, 0.932141), (2, 0.016892435), (3, 0.016958896), (4, 0.016731545)]"
29970,1.0,0.9773,"[(1, 0.9773313)]"
29971,1.0,0.9686,"[(1, 0.9685658)]"
29972,1.0,0.9745,"[(1, 0.9745413)]"
29973,1.0,0.9886,"[(1, 0.9886479)]"
29974,1.0,0.9548,"[(0, 0.011259866), (1, 0.95478606), (2, 0.011243549), (3, 0.011238359), (4, 0.011472181)]"
29975,1.0,0.9807,"[(1, 0.9806713)]"
29976,1.0,0.7327,"[(0, 0.20437627), (1, 0.7327159), (4, 0.057341773)]"
29977,1.0,0.9874,"[(1, 0.9874488)]"
29978,1.0,0.9866,"[(1, 0.986649)]"
29979,1.0,0.9755,"[(1, 0.97549313)]"
29980,1.0,0.8131,"[(1, 0.81312096), (3, 0.17997102)]"
29981,3.0,0.9318,"[(0, 0.016853966), (1, 0.017312374), (2, 0.017093314), (3, 0.93181634), (4, 0.016923986)]"
29982,1.0,0.7959,"[(0, 0.052024867), (1, 0.7959305), (2, 0.050894447), (3, 0.051137894), (4, 0.050012335)]"
29983,1.0,0.9834,"[(1, 0.98339975)]"
29984,1.0,0.9544,"[(0, 0.0112030795), (1, 0.9544116), (2, 0.0111746825), (3, 0.011925711), (4, 0.011284951)]"
29985,1.0,0.9669,"[(1, 0.96685225), (4, 0.020841908)]"
29986,1.0,0.9847,"[(1, 0.98466206)]"
29987,3.0,0.6764,"[(0, 0.025445515), (1, 0.24668746), (2, 0.025906304), (3, 0.6763659), (4, 0.025594836)]"
29988,1.0,0.9828,"[(1, 0.9827898)]"
29989,1.0,0.9816,"[(1, 0.9815971)]"
29990,1.0,0.9333,"[(1, 0.93327296), (3, 0.05992473)]"
29991,1.0,0.9096,"[(0, 0.022572199), (1, 0.90955514), (2, 0.022497645), (3, 0.023060098), (4, 0.022314945)]"
29992,1.0,0.9927,"[(1, 0.99272746)]"
29993,1.0,0.9906,"[(1, 0.9906411)]"
29994,1.0,0.6285,"[(1, 0.6285267), (3, 0.2301644), (4, 0.12197239)]"
29995,1.0,0.8979,"[(1, 0.8978738), (3, 0.09153154)]"
29996,1.0,0.9523,"[(0, 0.011892778), (1, 0.952321), (2, 0.011874659), (3, 0.012010845), (4, 0.011900764)]"
29997,1.0,0.9941,"[(1, 0.9941101)]"
29998,1.0,0.9321,"[(0, 0.01738195), (1, 0.93209636), (2, 0.016800126), (3, 0.016969342), (4, 0.01675222)]"
29999,1.0,0.994,"[(1, 0.9939544)]"
30000,1.0,0.9824,"[(1, 0.98238504)]"
30001,1.0,0.9786,"[(1, 0.9785897)]"
30002,1.0,0.8567,"[(1, 0.8567388), (3, 0.13139415)]"
30003,1.0,0.6354,"[(0, 0.02068308), (1, 0.6354419), (2, 0.020311756), (3, 0.30310652), (4, 0.020456737)]"
30004,1.0,0.8075,"[(1, 0.80747676), (3, 0.18125343)]"
30005,1.0,0.9754,"[(1, 0.9754095)]"
30006,1.0,0.8377,"[(0, 0.040089693), (1, 0.83770573), (2, 0.04037528), (3, 0.041153174), (4, 0.04067616)]"
30007,1.0,0.5552,"[(0, 0.011207859), (1, 0.5551504), (2, 0.011234765), (3, 0.41127157), (4, 0.011135385)]"
30008,1.0,0.9688,"[(1, 0.96880066)]"
30009,1.0,0.9424,"[(0, 0.014367806), (1, 0.9423866), (2, 0.014347782), (3, 0.014455371), (4, 0.014442398)]"
30010,3.0,0.7281,"[(0, 0.068703674), (1, 0.06842208), (2, 0.067138694), (3, 0.7281339), (4, 0.06760166)]"
30011,1.0,0.9572,"[(0, 0.010699864), (1, 0.9572265), (2, 0.010705052), (3, 0.010724988), (4, 0.010643572)]"
30012,1.0,0.9096,"[(0, 0.022550311), (1, 0.9095955), (2, 0.022701168), (3, 0.022520028), (4, 0.022633009)]"
30013,1.0,0.9326,"[(0, 0.016950851), (1, 0.93256754), (2, 0.01681851), (3, 0.01697629), (4, 0.016686851)]"
30014,1.0,0.5964,"[(0, 0.10264793), (1, 0.5963964), (2, 0.10072891), (3, 0.100209974), (4, 0.100016825)]"
30015,1.0,0.982,"[(1, 0.9819561)]"
30016,1.0,0.9768,"[(1, 0.9767981)]"
30017,1.0,0.9768,"[(1, 0.9767969)]"
30018,1.0,0.985,"[(1, 0.9849721)]"
30019,4.0,0.5955,"[(0, 0.10020125), (1, 0.10233992), (2, 0.10065993), (3, 0.1013471), (4, 0.59545183)]"
30020,1.0,0.9186,"[(0, 0.020436289), (1, 0.9185629), (2, 0.020524837), (3, 0.020245668), (4, 0.020230278)]"
30021,1.0,0.9421,"[(0, 0.014387386), (1, 0.9421353), (2, 0.01451447), (3, 0.014554016), (4, 0.014408872)]"
30022,1.0,0.9823,"[(1, 0.982264)]"
30023,1.0,0.978,"[(1, 0.97800684)]"
30024,1.0,0.7105,"[(0, 0.016860709), (1, 0.7105077), (2, 0.016779525), (3, 0.23906995), (4, 0.016782103)]"
30025,1.0,0.9874,"[(1, 0.98737764)]"
30026,1.0,0.972,"[(1, 0.9719847)]"
30027,1.0,0.977,"[(1, 0.97696096)]"
30028,1.0,0.9711,"[(1, 0.9710984)]"
30029,1.0,0.9375,"[(0, 0.01552328), (1, 0.93751854), (2, 0.015848618), (3, 0.015622766), (4, 0.015486777)]"
30030,1.0,0.9739,"[(1, 0.97385275)]"
30031,1.0,0.9898,"[(1, 0.98975617)]"
30032,1.0,0.9185,"[(0, 0.020379422), (1, 0.9184841), (2, 0.02093834), (3, 0.020160068), (4, 0.020038025)]"
30033,1.0,0.9862,"[(1, 0.9861898)]"
30034,1.0,0.9372,"[(0, 0.015734518), (1, 0.9371571), (2, 0.015643828), (3, 0.015951179), (4, 0.015513364)]"
30035,1.0,0.9675,"[(1, 0.9675343)]"
30036,1.0,0.9802,"[(1, 0.9802377)]"
30037,1.0,0.9816,"[(1, 0.9815788)]"
30038,1.0,0.9573,"[(0, 0.010629981), (1, 0.95729595), (2, 0.0107480595), (3, 0.010743369), (4, 0.010582661)]"
30039,1.0,0.9767,"[(1, 0.97672033)]"
30040,1.0,0.9773,"[(1, 0.9773091)]"
30041,1.0,0.9612,"[(1, 0.96122825)]"
30042,1.0,0.9748,"[(1, 0.9747574)]"
30043,1.0,0.9954,"[(1, 0.99539495)]"
30044,1.0,0.9774,"[(1, 0.97741085)]"
30045,1.0,0.9832,"[(1, 0.98322695)]"
30046,1.0,0.9263,"[(0, 0.018486176), (1, 0.92628884), (2, 0.018386498), (3, 0.018526763), (4, 0.018311696)]"
30047,3.0,0.9093,"[(0, 0.022525642), (1, 0.022827113), (2, 0.022544526), (3, 0.9093402), (4, 0.022762537)]"
30048,3.0,0.9259,"[(0, 0.01873728), (1, 0.01873765), (2, 0.01837046), (3, 0.9259471), (4, 0.01820752)]"
30049,1.0,0.9721,"[(1, 0.9720947)]"
30050,1.0,0.9595,"[(0, 0.010119949), (1, 0.95946634), (2, 0.010120912), (3, 0.010266235), (4, 0.010026554)]"
30051,1.0,0.99,"[(1, 0.99002534)]"
30052,1.0,0.9796,"[(1, 0.9796095), (2, 0.014946615)]"
30053,1.0,0.9264,"[(0, 0.018314512), (1, 0.9263926), (2, 0.01837414), (3, 0.018484753), (4, 0.01843396)]"
30054,1.0,0.9514,"[(0, 0.0123208985), (1, 0.9514441), (2, 0.011948805), (3, 0.012059825), (4, 0.012226414)]"
30055,1.0,0.984,"[(1, 0.9839763)]"
30056,1.0,0.7505,"[(1, 0.75046414), (3, 0.23218994)]"
30057,1.0,0.9629,"[(1, 0.96292377)]"
30058,1.0,0.9792,"[(1, 0.9792294)]"
30059,1.0,0.9372,"[(0, 0.016066074), (1, 0.9371714), (2, 0.015654417), (3, 0.015646894), (4, 0.015461158)]"
30060,1.0,0.8181,"[(1, 0.81814045), (3, 0.16788495)]"
30061,1.0,0.9824,"[(1, 0.9824015)]"
30062,1.0,0.5601,"[(0, 0.016956829), (1, 0.560142), (2, 0.016838038), (3, 0.24407057), (4, 0.16199258)]"
30063,1.0,0.988,"[(1, 0.9880459)]"
30064,0.0,0.4684,"[(0, 0.46844137), (1, 0.4197915), (2, 0.010971186), (3, 0.010761932), (4, 0.090033986)]"
30065,1.0,0.9772,"[(1, 0.9771911)]"
30066,1.0,0.991,"[(1, 0.9909579)]"
30067,1.0,0.8398,"[(0, 0.040083356), (1, 0.83977973), (2, 0.04001736), (3, 0.0400514), (4, 0.040068083)]"
30068,1.0,0.9807,"[(1, 0.9806857)]"
30069,3.0,0.8358,"[(0, 0.04079937), (1, 0.04158213), (2, 0.041059293), (3, 0.8357894), (4, 0.040769815)]"
30070,1.0,0.9156,"[(0, 0.06743289), (1, 0.9156258)]"
30071,1.0,0.9729,"[(1, 0.97288257)]"
30072,1.0,0.9373,"[(0, 0.015764583), (1, 0.93728405), (2, 0.015557911), (3, 0.015964856), (4, 0.015428603)]"
30073,1.0,0.9888,"[(1, 0.9887829)]"
30074,1.0,0.9907,"[(1, 0.99074835)]"
30075,3.0,0.864,"[(0, 0.013490735), (1, 0.013782549), (2, 0.013483313), (3, 0.86399597), (4, 0.09524743)]"
30076,1.0,0.6836,"[(0, 0.015695417), (1, 0.68364424), (2, 0.015524868), (3, 0.2695877), (4, 0.015547792)]"
30077,1.0,0.97,"[(1, 0.96998304)]"
30078,1.0,0.9756,"[(1, 0.975558)]"
30079,1.0,0.9879,"[(1, 0.98787224)]"
30080,1.0,0.981,"[(1, 0.98102766)]"
30081,1.0,0.9307,"[(1, 0.9306977), (4, 0.049729697)]"
30082,1.0,0.8421,"[(1, 0.84205556), (3, 0.1353622)]"
30083,1.0,0.9591,"[(1, 0.9590588), (3, 0.028794654)]"
30084,1.0,0.8081,"[(0, 0.016822709), (1, 0.8080897), (2, 0.016749462), (3, 0.016876983), (4, 0.14146121)]"
30085,1.0,0.9424,"[(0, 0.014390086), (1, 0.94243395), (2, 0.014408298), (3, 0.014423681), (4, 0.01434398)]"
30086,1.0,0.9901,"[(1, 0.99007785)]"
30087,1.0,0.7965,"[(0, 0.02240764), (1, 0.79652035), (2, 0.02238152), (3, 0.0231039), (4, 0.13558659)]"
30088,1.0,0.6785,"[(0, 0.011941992), (1, 0.6785437), (2, 0.012013179), (3, 0.2854491), (4, 0.012052113)]"
30089,1.0,0.866,"[(1, 0.8660092), (3, 0.1290794)]"
30090,1.0,0.9812,"[(1, 0.98120004)]"
30091,1.0,0.7879,"[(1, 0.78788114), (3, 0.19046019)]"
30092,1.0,0.8848,"[(0, 0.028849695), (1, 0.884808), (2, 0.028748734), (3, 0.028964292), (4, 0.028629286)]"
30093,1.0,0.9097,"[(0, 0.022608472), (1, 0.9097454), (2, 0.022297962), (3, 0.022944616), (4, 0.02240356)]"
30094,1.0,0.9106,"[(0, 0.072242685), (1, 0.910647)]"
30095,1.0,0.955,"[(0, 0.011311536), (1, 0.95502865), (2, 0.011187484), (3, 0.011310491), (4, 0.011161816)]"
30096,1.0,0.9614,"[(1, 0.96141815)]"
30097,1.0,0.983,"[(1, 0.9829951)]"
30098,1.0,0.9264,"[(0, 0.01821608), (1, 0.9264362), (2, 0.018320827), (3, 0.018390212), (4, 0.018636756)]"
30099,1.0,0.9841,"[(1, 0.98410845)]"
30100,1.0,0.9819,"[(1, 0.9819193)]"
30101,0.0,0.7298,"[(0, 0.7298463), (1, 0.06752946), (2, 0.066675656), (3, 0.06704472), (4, 0.06890384)]"
30102,1.0,0.9521,"[(0, 0.011954315), (1, 0.95206505), (2, 0.0121225575), (3, 0.012005826), (4, 0.011852273)]"
30103,1.0,0.8539,"[(1, 0.8538938), (3, 0.14305189)]"
30104,1.0,0.981,"[(1, 0.9810469)]"
30105,1.0,0.986,"[(1, 0.98602927)]"
30106,1.0,0.5979,"[(0, 0.100020334), (1, 0.59791803), (2, 0.10000817), (3, 0.10000546), (4, 0.102048054)]"
30107,1.0,0.9747,"[(1, 0.9747038)]"
30108,1.0,0.815,"[(1, 0.8149854), (3, 0.17261465)]"
30109,1.0,0.9643,"[(1, 0.96431136)]"
30110,1.0,0.9812,"[(1, 0.9811577)]"
30111,1.0,0.9892,"[(1, 0.9891812)]"
30112,1.0,0.5742,"[(0, 0.2716073), (1, 0.574237), (2, 0.05033371), (3, 0.05154634), (4, 0.052275665)]"
30113,1.0,0.7454,"[(1, 0.74543685), (2, 0.16317452), (4, 0.07430832)]"
30114,1.0,0.9265,"[(0, 0.018234812), (1, 0.9264679), (2, 0.018337037), (3, 0.018508364), (4, 0.018451849)]"
30115,1.0,0.9419,"[(0, 0.014424294), (1, 0.9419185), (2, 0.014555872), (3, 0.014624118), (4, 0.0144772045)]"
30116,1.0,0.8653,"[(0, 0.0335411), (1, 0.8653036), (2, 0.033530924), (3, 0.034209024), (4, 0.033415377)]"
30117,1.0,0.9712,"[(1, 0.97120064), (4, 0.02263939)]"
30118,1.0,0.9865,"[(1, 0.98649603)]"
30119,1.0,0.9248,"[(1, 0.9247535), (3, 0.06301676)]"
30120,1.0,0.9819,"[(1, 0.98190594)]"
30121,1.0,0.9931,"[(1, 0.99312216)]"
30122,1.0,0.9931,"[(1, 0.99305606)]"
30123,1.0,0.9326,"[(0, 0.016835859), (1, 0.93260056), (2, 0.016832104), (3, 0.016903842), (4, 0.016827583)]"
30124,1.0,0.9455,"[(0, 0.0135536855), (1, 0.9454757), (2, 0.013496816), (3, 0.013713479), (4, 0.013760313)]"
30125,1.0,0.9098,"[(0, 0.022407446), (1, 0.9097874), (2, 0.02290899), (3, 0.022440054), (4, 0.022456147)]"
30126,1.0,0.9815,"[(1, 0.9815412)]"
30127,1.0,0.5672,"[(1, 0.5671969), (3, 0.30846682), (4, 0.10668166)]"
30128,1.0,0.988,"[(1, 0.9880061)]"
30129,1.0,0.9753,"[(1, 0.9753313)]"
30130,1.0,0.7747,"[(1, 0.7747421), (3, 0.2074254)]"
30131,1.0,0.8354,"[(0, 0.040779978), (1, 0.835385), (2, 0.04057867), (3, 0.041548222), (4, 0.041708127)]"
30132,1.0,0.8849,"[(0, 0.028677275), (1, 0.8849468), (2, 0.028701095), (3, 0.029008307), (4, 0.028666526)]"
30133,1.0,0.9677,"[(1, 0.96772414)]"
30134,1.0,0.9781,"[(1, 0.9780793)]"
30135,1.0,0.971,"[(1, 0.9710053)]"
30136,1.0,0.9102,"[(0, 0.0224209), (1, 0.9101981), (2, 0.022377135), (3, 0.022489876), (4, 0.022513973)]"
30137,1.0,0.9264,"[(0, 0.018277032), (1, 0.9264378), (2, 0.018522583), (3, 0.018295031), (4, 0.018467575)]"
30138,1.0,0.9419,"[(0, 0.014539018), (1, 0.94193125), (2, 0.014584343), (3, 0.014614813), (4, 0.014330571)]"
30139,1.0,0.9871,"[(1, 0.9870504)]"
30140,1.0,0.8692,"[(0, 0.013454433), (1, 0.86919445), (2, 0.013555468), (3, 0.013434439), (4, 0.09036122)]"
30141,1.0,0.6427,"[(0, 0.02535015), (1, 0.64266676), (2, 0.025311302), (3, 0.025562152), (4, 0.2811097)]"
30142,1.0,0.9729,"[(1, 0.9728909)]"
30143,1.0,0.9933,"[(1, 0.99331754)]"
30144,1.0,0.7309,"[(1, 0.7308761), (3, 0.25165543)]"
30145,1.0,0.9761,"[(1, 0.9761477)]"
30146,1.0,0.9689,"[(1, 0.9688514)]"
30147,1.0,0.99,"[(1, 0.98997176)]"
30148,1.0,0.9676,"[(1, 0.96760887)]"
30149,1.0,0.989,"[(1, 0.9889714)]"
30150,1.0,0.9918,"[(1, 0.9917511)]"
30151,1.0,0.976,"[(1, 0.97598493)]"
30152,1.0,0.9729,"[(1, 0.9729105)]"
30153,1.0,0.9573,"[(0, 0.010685857), (1, 0.95732546), (2, 0.010766475), (3, 0.010594083), (4, 0.010628108)]"
30154,1.0,0.9241,"[(1, 0.9240528), (3, 0.05430042)]"
30155,1.0,0.9266,"[(0, 0.018252118), (1, 0.92664105), (2, 0.018443964), (3, 0.018438362), (4, 0.018224549)]"
30156,1.0,0.8807,"[(1, 0.880665), (4, 0.090285644)]"
30157,1.0,0.9769,"[(1, 0.9768508)]"
30158,1.0,0.9802,"[(1, 0.9802095)]"
30159,1.0,0.9925,"[(1, 0.9925109)]"
30160,1.0,0.9648,"[(1, 0.9647715)]"
30161,1.0,0.9787,"[(1, 0.9786855)]"
30162,1.0,0.942,"[(0, 0.014446347), (1, 0.94202465), (2, 0.014320335), (3, 0.014850474), (4, 0.014358224)]"
30163,1.0,0.9276,"[(1, 0.92760533), (4, 0.054081243)]"
30164,1.0,0.9858,"[(1, 0.98580337)]"
30165,1.0,0.9839,"[(1, 0.98385024)]"
30166,1.0,0.9458,"[(0, 0.013437248), (1, 0.94576895), (2, 0.013387138), (3, 0.013638585), (4, 0.013768106)]"
30167,1.0,0.8701,"[(0, 0.110851154), (1, 0.8700804)]"
30168,1.0,0.986,"[(1, 0.9860451)]"
30169,1.0,0.9544,"[(0, 0.011320193), (1, 0.9543815), (2, 0.011625903), (3, 0.011211382), (4, 0.011461011)]"
30170,1.0,0.9797,"[(1, 0.9797368)]"
30171,1.0,0.9805,"[(1, 0.98046404)]"
30172,0.0,0.7308,"[(0, 0.7307561), (1, 0.067490935), (2, 0.067314796), (3, 0.067516744), (4, 0.06692139)]"
30173,1.0,0.9948,"[(1, 0.9947503)]"
30174,1.0,0.8968,"[(0, 0.025484446), (1, 0.89681894), (2, 0.026325027), (3, 0.025237797), (4, 0.026133815)]"
30175,1.0,0.7647,"[(0, 0.012680802), (1, 0.7646555), (2, 0.012769368), (3, 0.19694987), (4, 0.012944516)]"
30176,1.0,0.9897,"[(1, 0.98974776)]"
30177,1.0,0.8498,"[(1, 0.8497962), (2, 0.047712643), (3, 0.0923552)]"
30178,1.0,0.7278,"[(0, 0.011437392), (1, 0.7278204), (2, 0.011211301), (3, 0.23825677), (4, 0.011274087)]"
30179,1.0,0.8355,"[(0, 0.040328935), (1, 0.8354861), (2, 0.040824663), (3, 0.040996574), (4, 0.042363707)]"
30180,1.0,0.7317,"[(0, 0.067240536), (1, 0.73174375), (2, 0.066702), (3, 0.0672062), (4, 0.0671075)]"
30181,1.0,0.9843,"[(1, 0.98434186)]"
30182,1.0,0.8846,"[(0, 0.029085344), (1, 0.8845717), (2, 0.028684348), (3, 0.029011993), (4, 0.02864666)]"
30183,1.0,0.9671,"[(1, 0.9671106)]"
30184,1.0,0.8839,"[(1, 0.88390636), (3, 0.08633238), (4, 0.023910828)]"
30185,0.0,0.2,"[(0, 0.2), (1, 0.2), (2, 0.2), (3, 0.2), (4, 0.2)]"
30186,1.0,0.9576,"[(0, 0.010578359), (1, 0.9576147), (2, 0.010560687), (3, 0.01060862), (4, 0.010637589)]"
30187,1.0,0.9525,"[(0, 0.0118435435), (1, 0.9525059), (2, 0.011838271), (3, 0.011986826), (4, 0.01182548)]"
30188,1.0,0.9787,"[(1, 0.9786689)]"
30189,1.0,0.926,"[(0, 0.018611433), (1, 0.926024), (2, 0.018329777), (3, 0.018837037), (4, 0.018197723)]"
30190,1.0,0.8623,"[(0, 0.034052055), (1, 0.86228), (2, 0.0337047), (3, 0.033767425), (4, 0.036195826)]"
30191,1.0,0.9492,"[(0, 0.01267143), (1, 0.9491784), (2, 0.012616118), (3, 0.013010008), (4, 0.0125240665)]"
30192,1.0,0.9728,"[(1, 0.972779)]"
30193,1.0,0.97,"[(1, 0.9699878)]"
30194,1.0,0.711,"[(0, 0.011237729), (1, 0.7110123), (2, 0.011142569), (3, 0.25546086), (4, 0.01114655)]"
